date,ip 属地,评分,comments
2021-08-07,未知,5,有挑战性，可以练习开车，好玩，很刺激，服务热情，安全，不用担心天气。
2021-08-07,未知,5,很有挑战性，很好玩，不用担心天气问题，很安全。
2021-08-08,未知,5,卡丁车，挺好玩的，服务员服务很好，满分好评。
2021-08-09,未知,5,前台小姐姐热情的服务，场内空气流通，宾至如归的感觉，刺激性较强
2021-08-10,未知,5,体验感很棒，放松心情的好地方，值得一去。
2021-08-10,未知,5,非常好玩，非常刺激，值得你来体验一下。
2021-08-09,未知,5,超级刺激，大朋友都能玩出小朋友碰碰车的感觉，期待下次再聚
2021-08-09,未知,5,刺激，好刺激，非常的刺激，下次还来
2021-08-10,未知,5,非常好玩 非常刺激的卡丁车 值得一玩
2021-08-09,未知,5,体验超级好，赛道安全，前台小姐姐很热情，值得去体验。
2021-08-09,未知,5,好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩
2021-08-09,未知,5,车子加速很快，非常值得去玩玩！！
2021-08-08,未知,5,好玩，初中毕业的我，完全不影响我单手漂移🤙🤙🤤
2021-08-07,未知,5,挺好玩的也很刺激…下次还会再去.
2021-08-10,未知,5,安全系数很高，可以放心的加油门，前台小姐姐非常热情
2021-08-09,未知,5,特别好玩，很开心，赛道特别快，很宽敞很舒服，棒棒哒
2021-08-09,未知,5,刺激！非常刺激阳朔减压的好去处
2021-08-07,未知,5,刺激，周末带女朋友来玩非常不错
2021-08-09,未知,5,这是我玩到的最刺激的游乐项目啦！下次还会来的……
2021-08-08,未知,5,阳朔新玩点，蛮刺激，很好玩，在戏楼负二楼，，，，
2021-08-09,未知,5,卡丁车刺激性较强，非常好玩、前台小姐姐非常热情
2021-08-09,未知,5,针不戳啊，就在戏楼下面，很方便去非常不错的地方
2021-08-09,未知,5,没想到在阳朔也能体验到那么爽，那么刺激的小卡！
2021-08-08,未知,5,非常刺激好玩，性价比也高，下次叫朋友一起去玩！
2021-08-09,未知,5,非常刺激，值得一玩，服务非常到位，安全性高。
2021-08-09,未知,5,很好玩，女儿玩了几次。还会再去，一家都爱玩。
2021-08-08,未知,5,很不错这个，全程都很安全，旁边也有员工指导。
2021-09-30,未知,5,玩了还想玩，活动也多，好玩到不知道怎么说
2021-08-09,未知,5,加速快，适合情侣来玩，安全，服务态度很好
2021-08-09,未知,5,非常刺激，性价比超高，地理位置又方便
2021-08-08,未知,5,新奇，有趣还刺激，好评好评，推荐来玩
2021-08-08,未知,5,刺激刺激，很好玩，会介绍朋友一起来玩
2021-08-09,未知,5,刺激 好玩 在负一楼 太阳晒不到 雨淋不到
2021-08-09,未知,5,够好玩 够刺激 是我玩过最好玩的卡丁车
2021-08-09,未知,5,环境优良服务态度好体验良好强烈推荐
2021-08-10,未知,5,紧张刺激好玩可以叫小朋友一起来玩
2021-08-09,未知,5,很刺激，我刚开始玩有点不敢踩油门
2021-08-08,未知,5,地点在戏楼，和小伙伴玩的非常开心
2021-08-09,未知,5,赛道多变，速度快，服务好超级好
2021-08-09,未知,5,很好玩，玩了几次了，下次还会去
2021-08-08,未知,5,体验速度与激情，体验非常的棒！
2021-08-07,未知,5,第一次玩，太刺激了，非常好玩。
2021-08-15,未知,5,一次不够，来第二次
2021-08-15,未知,5,有时间再去体验
2021-08-15,未知,5,小孩非常喜欢
